url	date	scan_id	title	company	status
https://jobs.lever.co/lingarogroup/7782a340-9017-4e87-8df4-728bc7d396c7	2026-07-09	daily-scan-2026-07-09	Supply Chain Manager	Lingaro	skipped_location
https://jobs.lever.co/jobgether/65a58a14-e9b8-4551-a573-91fd4e172102	2026-07-09	daily-scan-2026-07-09	Senior Director Fulfillment Operations	Jobgether	skipped_location
https://jobs.lever.co/lingarogroup/7797865e-dfe0-4e09-895c-2f4d027b40aa/apply	2026-07-09	daily-scan-2026-07-09	Supply Chain Senior Business Analyst	Lingaro	skipped_location
https://jobs.lever.co/pivotal/87200869-e59f-4f43-8511-b9c32398af07	2026-07-09	daily-scan-2026-07-09	Senior Manager Supply Chain	Pivotal	skipped_location
https://jobs.ashbyhq.com/confido/ec7c3f0a-b1b4-4dd7-8d42-59da825a75db	2026-07-09	daily-scan-2026-07-09	VP Supply Chain Planning	Confido	skipped_location
https://jobs.ashbyhq.com/Crusoe/e63939f2-86d3-4520-8da1-600ee3bb1a9e	2026-07-09	daily-scan-2026-07-09	Senior Program Manager Supply Chain	Crusoe	skipped_location
https://jobs.ashbyhq.com/amplify/2b0cf1c7-bc4a-4caf-b142-dfc7e515fe1f	2026-07-09	daily-scan-2026-07-09	Data Scientist Supply Chain Analytics	Amplify	skipped_location
https://jobs.ashbyhq.com/Nivoda/a8a0f74d-f4b0-44e4-a1db-48cfeaf2039a/application	2026-07-09	daily-scan-2026-07-09	Data Analyst Fulfilment	Nivoda	skipped_location
https://jobs.ashbyhq.com/enpal/148f019b-2af9-43b7-b444-86c129ba4fe5	2026-07-09	daily-scan-2026-07-09	ERP Process Analyst Supply Chain Execution	Enpal	skipped_location
https://jobs.ashbyhq.com/haus/3dc47750-18a7-4a6e-85f9-18c14b960f20	2026-07-09	daily-scan-2026-07-09	Senior Data Analyst	Haus Analytics	skipped_location
https://www.civicjobs.ca/jobs?id=113646	2026-07-09	daily-scan-2026-07-09	Procurement Manager	City of West Kelowna	skipped_location
https://www.civicjobs.ca/jobs?id=113509	2026-07-09	daily-scan-2026-07-09	Procurement Analytics Specialist	Metro Vancouver	skipped_location
https://www.civicjobs.ca/jobs?id=105321	2026-07-09	daily-scan-2026-07-09	Senior Buyer	City of Kelowna	skipped_location
https://www.civicjobs.ca/jobs?id=113619	2026-07-09	daily-scan-2026-07-09	Purchasing and Risk Management Officer	City of Campbell River	skipped_location
https://www.randstad.ca/jobs/supply-chain-director_lasalle_45882947/	2026-07-09	daily-scan-2026-07-09	Supply Chain Director	Randstad/LaSalle	skipped_location
https://jobs.ashbyhq.com/confido/98c9666a-c4ce-4baf-b044-9f8265054c95	2026-07-09	daily-scan-2026-07-09	Enterprise Account Executive	Confido	skipped_title
https://jobs.ashbyhq.com/andotechnologies/13c3203f-83d3-42e2-9dd1-ef9856e698c9	2026-07-09	daily-scan-2026-07-09	VP Technology	Ando Technologies	skipped_title
https://jobs.ashbyhq.com/dash0/b1e15c1e-b33b-463b-adac-b78fecd42a0f	2026-07-09	daily-scan-2026-07-09	Demand Generation Manager	Dash0	skipped_title
https://jobs.ashbyhq.com/traba/d842267a-0b96-4021-8741-0a82f3ed3f8d	2026-07-09	daily-scan-2026-07-09	Head of Finance	Traba	skipped_title
https://www.civicjobs.ca/jobs?id=114283	2026-07-09	daily-scan-2026-07-09	Purchasing Assistant	City of North Vancouver	skipped_title
https://www.civicjobs.ca/jobs?id=113736	2026-07-09	daily-scan-2026-07-09	Buyer I	Vancouver Police Department	skipped_title
https://www.civicjobs.ca/jobs?id=114103	2026-07-09	daily-scan-2026-07-09	Financial Analyst II	City of Vancouver	skipped_title
https://www.civicjobs.ca/jobs?id=113167	2026-07-09	daily-scan-2026-07-09	Buyer	North Vancouver Recreation and Culture	skipped_title
https://jobs.interiorhealth.ca/ViewJobPosting/2055590	2026-07-09	daily-scan-2026-07-09	Clinical Informatics Analyst I	Interior Health	skipped_title
https://jobs.interiorhealth.ca/job/kelowna/technical-systems-analyst-iii/602/19238319424	2026-07-09	daily-scan-2026-07-09	Technical Systems Analyst III	Interior Health	skipped_title
https://jobs.interiorhealth.ca/ViewJobPosting/2364394	2026-07-10	daily-scan-2026-07-10	Specialist - Business Analyst	Interior Health	added
https://jobs.interiorhealth.ca/ViewJobPosting/2407146	2026-07-10	daily-scan-2026-07-10	Financial Business Analyst	Interior Health	added
https://job-boards.greenhouse.io/industrialelectricmanufacturing/jobs/4249177009	2026-07-10	daily-scan-2026-07-10	Supply Planning Manager	Industrial Electric Manufacturing	skipped_location
https://jobs.ashbyhq.com/nivoda/5550b41e-c460-4bd7-91e1-f31c0a463e18/application	2026-07-10	daily-scan-2026-07-10	Business Analyst (Fulfilment)	Nivoda	skipped_location
https://on.jobbank.gc.ca/jobsearch/jobposting/49742668	2026-07-10	daily-scan-2026-07-10	Supply Chain Manager	Unknown (Toronto ON)	skipped_location
https://jobs.interiorhealth.ca/ViewJobPosting/2151536	2026-07-10	daily-scan-2026-07-10	Consultant - Data Analytics	Interior Health	skipped_duplicate
https://jobs.interiorhealth.ca/ViewJobPosting/2196656	2026-07-11	daily-scan-2026-07-11	Business Systems Analyst	Interior Health	added
https://jobs.interiorhealth.ca/job/kelowna/business-analyst/602/15514341	2026-07-11	daily-scan-2026-07-11	Business Analyst	Interior Health	added
https://job-boards.greenhouse.io/olipop/jobs/7792077003	2026-07-11	daily-scan-2026-07-11	Sr. Manager Materials Planning	OLIPOP	skipped_location
https://job-boards.greenhouse.io/tenstorrent/jobs/5176296007	2026-07-11	daily-scan-2026-07-11	Global Supply Chain Manager	Tenstorrent	skipped_location
https://job-boards.greenhouse.io/spacex/jobs/8619669002	2026-07-11	daily-scan-2026-07-11	Sourcing Manager OPEX	SpaceX	skipped_location
https://job-boards.greenhouse.io/onrunning/jobs/8049202	2026-07-11	daily-scan-2026-07-11	Senior Lead Distribution Procurement Category Manager	On Running	skipped_location
https://jobs.lever.co/mainspringenergy/cc24679f-fc1d-4f81-9e48-df26c8eea4e4	2026-07-11	daily-scan-2026-07-11	Director Electrical Strategic Sourcing	Mainspring Energy	skipped_location
https://jobs.lever.co/moo/aa273a6b-30f8-442b-b80f-afdb3808d6b9	2026-07-11	daily-scan-2026-07-11	Senior Supply Planner	MOO	skipped_location
https://jobs.ashbyhq.com/openai/c59e2e83-59a6-45bc-82cd-665c6a8a5761/application	2026-07-11	daily-scan-2026-07-11	Data Engineer Scaling Analytics	OpenAI	skipped_location
https://www.jobbank.gc.ca/jobsearch/jobposting/49883810	2026-07-11	daily-scan-2026-07-11	Inventory Control Supervisor	Unknown (Mississauga ON)	skipped_location
https://job-boards.greenhouse.io/industrialelectricmanufacturing/jobs/4249181009	2026-07-12	daily-scan-2026-07-12	Supply Planning Manager	Industrial Electric Manufacturing	skipped_location
https://job-boards.greenhouse.io/industrialelectricmanufacturing/jobs/4302722009	2026-07-12	daily-scan-2026-07-12	Commercial Program Manager	Industrial Electric Manufacturing	skipped_title
https://jobs.lever.co/pslove-pte/f75e7d69-81a6-41ea-9e1d-789e69a88cf6	2026-07-12	daily-scan-2026-07-12	Regional Demand Planning Manager	pslove-pte / Blood	skipped_location
https://jobs.ashbyhq.com/confido/39a65678-72ca-4952-8115-235edee4a81d	2026-07-12	daily-scan-2026-07-12	Business Recruiter	Confido	skipped_title
https://www.randstad.ca/jobs/supply-chain-planner_vancouver_46114423/	2026-07-14	daily-scan-2026-07-14	Supply Chain Planner	Randstad (Vancouver BC)	added
https://jobs.ashbyhq.com/hadrian-automation/bedfa775-4798-406b-a32b-83efe2c3cdd1	2026-07-14	daily-scan-2026-07-14	Business Analyst	Hadrian Automation	skipped_location
https://jobs.ashbyhq.com/hadrian-automation/c8c6919f-43a4-46e6-a293-e89b827daf43/application	2026-07-14	daily-scan-2026-07-14	Business Analyst	Hadrian Automation	skipped_location
https://jobs.ashbyhq.com/hadrian-automation/38f8850f-91c9-471a-9014-8e33bfa6c132	2026-07-14	daily-scan-2026-07-14	Business Operations Analyst Special Projects	Hadrian Automation	skipped_location
https://jobs.ashbyhq.com/hadrian-automation/413d3db8-dab6-47f7-b106-3ad695ca53d8	2026-07-14	daily-scan-2026-07-14	Business Analyst Operational Finance	Hadrian Automation	skipped_location
https://jobs.ashbyhq.com/Confido/a0508501-1db6-4497-b4e4-6aeb69976403	2026-07-14	daily-scan-2026-07-14	Mid Market Account Executive	Confido	skipped_title
https://jobs.ashbyhq.com/directive/afa0e669-f47e-4391-a133-887c0fc8c96b/application	2026-07-14	daily-scan-2026-07-14	Paid Media Lead	Directive Consulting	skipped_title
https://jobs.ashbyhq.com/hadrian-automation/064646be-b7ec-41a8-9504-ae693a7b5f94	2026-07-14	daily-scan-2026-07-14	Compensation & Benefits Analyst	Hadrian Automation	skipped_title
https://jobs.ashbyhq.com/hadrian-automation/1c50893e-3bd2-4e91-b3a2-113a5e174df8	2026-07-14	daily-scan-2026-07-14	Program Manager People & Recruiting	Hadrian Automation	skipped_title
https://jobs.ashbyhq.com/andromeda/85b75188-2beb-4547-9649-def49422303a	2026-07-15	daily-scan-2026-07-15	Head of Procurement/Supply Chain	Andromeda	added
https://www.randstad.ca/jobs/business-systems-analyst_vancouver_44329932/	2026-07-15	daily-scan-2026-07-15	Business Systems Analyst	Randstad	added
https://job-boards.greenhouse.io/andurilindustries/jobs/5186089007	2026-07-15	daily-scan-2026-07-15	Senior Supply Chain Program Manager	Anduril Industries	skipped_location
https://job-boards.greenhouse.io/reallygreatreading/jobs/4310651009	2026-07-15	daily-scan-2026-07-15	Financial Analyst Inventory Demand Planner	Really Great Reading	skipped_location
https://job-boards.greenhouse.io/kaleo/jobs/7693922003	2026-07-15	daily-scan-2026-07-15	Senior Manager Supply Chain Planning and Logistics	Kaleo	skipped_location
https://job-boards.greenhouse.io/tenstorrent/jobs/5184638007	2026-07-15	daily-scan-2026-07-15	Recruiter Supply Chain Ops Contractor	Tenstorrent	skipped_title
https://job-boards.greenhouse.io/careem/jobs/8593696002	2026-07-15	daily-scan-2026-07-15	Senior Supply Chain Manager	Careem	skipped_location
https://www.jobbank.gc.ca/jobsearch/jobposting/49785070	2026-07-15	daily-scan-2026-07-15	Supply Chain Manager	Unknown Burlington ON	skipped_location
https://www.jobbank.gc.ca/jobsearch/jobposting/49585181	2026-07-15	daily-scan-2026-07-15	Supply Chain Manager	Cross Country Canada Spruce Grove AB	skipped_location
https://www.jobbank.gc.ca/jobsearch/jobposting/48978049	2026-07-15	daily-scan-2026-07-15	Supply Chain Manager	Volta Energy Solutions	skipped_location
https://www.civicjobs.ca/jobs?id=113752	2026-07-15	daily-scan-2026-07-15	Senior Procurement Officer	BC Transit Victoria BC	skipped_location
https://www.civicjobs.ca/jobs?id=114226	2026-07-15	daily-scan-2026-07-15	Manager Purchasing	City of North Vancouver	skipped_location
https://www.civicjobs.ca/jobs?id=114335	2026-07-15	daily-scan-2026-07-15	Business Systems Analyst IT	City of White Rock	skipped_location
https://www.civicjobs.ca/jobs?id=113219	2026-07-15	daily-scan-2026-07-15	Purchasing Coordinator	Metis Nation British Columbia	skipped_title
https://www.civicjobs.ca/jobs?id=114208	2026-07-15	daily-scan-2026-07-15	IT Systems Analyst Analytics Development	Metro Vancouver	skipped_title
https://www.randstad.ca/jobs/business-systems-analyst_vancouver_2233880proen/	2026-07-15	daily-scan-2026-07-15	Business Systems Analyst	Randstad Vancouver	skipped_location
